Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
2968,CA-2016-162866,12/27/2016,12/31/2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,"30,016",4,"0,2","3,0016","24,49"
2969,CA-2019-167941,11/6/2019,11/9/2019,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","499,584",3,"0,2","43,7136","7,64"
2970,CA-2019-167941,11/6/2019,11/9/2019,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,"31,104",6,"0,2","10,8864","1,39"
2971,CA-2019-167941,11/6/2019,11/9/2019,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,"13,272",8,"0,7","-10,6176","6,5"
2972,CA-2019-167941,11/6/2019,11/9/2019,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock","28,272",2,"0,2","6,3612","6,07"
2973,CA-2019-167941,11/6/2019,11/9/2019,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,"259,136",4,"0,2","-51,8272","5,49"
2974,CA-2019-111808,12/16/2019,12/20/2019,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,"10,8",5,0,"5,184","1,99"
2975,CA-2017-137512,5/7/2017,5/12/2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,"244,006",2,"0,3","-31,3722","2,99"
2976,CA-2017-137512,5/7/2017,5/12/2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,"15,936",4,"0,2","5,3784","5,12"
2977,CA-2019-139773,12/4/2019,12/4/2019,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","188,552",7,"0,3","-2,6936","1,49"
2978,CA-2019-134607,10/3/2019,10/8/2019,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,"22,58",2,0,"5,8708","1,49"
2979,CA-2016-109232,1/13/2016,1/16/2016,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,"545,94",6,0,"87,3504","5,41"
2980,CA-2017-139850,6/12/2017,6/17/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,"20,736",4,"0,2","7,2576","0,5"
2981,CA-2017-139850,6/12/2017,6/17/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,","43,296",2,"0,2","4,3296","7,91"
2982,CA-2016-131310,7/12/2016,7/18/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton","123,136",4,"0,2","13,8528","3,97"
2983,CA-2016-131310,7/12/2016,7/18/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,"11,264",4,"0,2","3,8016","8,99"
2984,US-2016-112872,12/6/2016,12/11/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,"53,424",3,"0,2","4,6746","5,19"
2985,US-2016-112872,12/6/2016,12/11/2016,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","275,49",1,"0,5","-170,8038","5,49"
2986,CA-2018-139269,5/25/2018,5/30/2018,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,"24,96",4,0,"6,24","1,49"
2987,CA-2018-139269,5/25/2018,5/30/2018,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""","19,36",2,0,"9,2928","1,39"
2988,CA-2018-139269,5/25/2018,5/30/2018,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size","1267,65",9,0,"152,118","1,99"
2989,CA-2018-139010,2/21/2018,2/26/2018,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,"12,99",1,0,"0,7794","2,99"
2990,CA-2018-139010,2/21/2018,2/26/2018,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","18,56",4,"0,2","6,496","5,12"
2991,CA-2018-139010,2/21/2018,2/26/2018,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,"449,15",5,0,"8,983","5,41"
2992,CA-2018-139010,2/21/2018,2/26/2018,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,"31,248",7,"0,2","10,9368","0,5"
2993,CA-2018-134376,10/2/2018,10/6/2018,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,10024,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,"61,44",3,0,"16,5888","7,91"
2994,CA-2019-147291,3/11/2019,3/17/2019,Standard Class,MJ-17740,Max Jones,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,"895,92",4,0,"421,0824","5,19"
2995,CA-2018-112893,9/9/2018,9/13/2018,Second Class,AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,"55,36",4,"0,2","18,684","6,19"
2996,US-2016-150532,7/14/2016,7/21/2016,Standard Class,PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,"55,92",5,"0,2","6,291","24,49"
2997,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,"24,896",4,"0,2","8,4024","6,5"
2998,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,"3,984",1,"0,2","0,6474","6,07"
2999,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"95,968",4,"0,2","28,7904","1,49"
3000,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,"206,991",3,"0,7","-172,4925","3,97"
3001,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,"44,416",2,"0,2","3,8864","8,99"
3002,CA-2016-138317,6/21/2016,6/25/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","9,006",2,"0,7","-7,2048","7,64"
3003,CA-2017-130610,7/5/2017,7/10/2017,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19,5,0,"8,93",26
3004,CA-2019-104381,12/16/2019,12/23/2019,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Rochester,New York,14609,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","33,376",4,"0,2","10,43","28,06"
3005,CA-2018-131499,9/8/2018,9/10/2018,First Class,MG-17875,Michael Grace,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,"207,48",1,0,"62,244","9,73"
3006,CA-2016-148761,5/17/2016,5/21/2016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,"91,68",3,0,"45,84","5,01"
3007,CA-2019-116519,10/13/2019,10/15/2019,First Class,CR-12730,Craig Reiter,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,"904,9",5,0,"253,372","5,66"
3008,CA-2016-130729,10/24/2016,10/29/2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,"34,272",3,"0,2","11,1384","54,12"
3009,CA-2018-124772,12/5/2018,12/6/2018,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,42071,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock","191,82",3,0,"74,8098","9,4"
3010,CA-2018-115525,7/25/2018,7/29/2018,Standard Class,RR-19525,Rick Reed,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"243,88",5,"0,2","27,4365",30
3011,CA-2019-134845,4/17/2019,4/23/2019,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,"12,03",5,"0,7","-9,223","5,81"
3012,CA-2019-134845,4/17/2019,4/23/2019,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"2549,985",5,"0,7","-3399,98","7,09"
3013,CA-2019-134845,4/17/2019,4/23/2019,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,"21,594",2,"0,7","-15,8356","12,98"
3014,CA-2019-134845,4/17/2019,4/23/2019,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,"8,964",6,"0,7","-6,5736",4
3015,CA-2019-134845,4/17/2019,4/23/2019,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,"20,736",4,"0,2","7,2576","1,99"
3016,US-2017-138919,9/17/2017,9/21/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,10035,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","344,22",2,"0,4","-103,266","5,47"
3017,US-2018-160528,8/23/2018,8/30/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,"727,296",8,"0,2","-172,7328","3,37"
3018,US-2018-160528,8/23/2018,8/30/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,"22,608",3,"0,6","-10,1736","24,49"
3019,US-2018-160528,8/23/2018,8/30/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,"666,4",7,"0,2","-33,32","4,98"
3020,CA-2017-123568,11/8/2017,11/14/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,"5,04",3,0,"0,2016","0,7"
3021,CA-2017-123568,11/8/2017,11/14/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,"92,94",3,0,"41,823","8,29"
3022,CA-2017-123568,11/8/2017,11/14/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock","66,69",3,0,"22,0077","3,5"
3023,CA-2017-123568,11/8/2017,11/14/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,"91,68",5,"0,2","28,65","1,25"
3024,CA-2019-124674,11/17/2019,11/23/2019,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","327,7328",2,"0,32","-14,4588","19,99"
3025,CA-2017-164441,11/8/2017,11/13/2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,"52,272",11,"0,2","17,6418","9,54"
3026,CA-2017-164441,11/8/2017,11/13/2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),"17,94",3,0,"8,073","4,96"
3027,CA-2019-169054,4/22/2019,4/26/2019,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","254,352",3,"0,2",0,"5,41"
3028,CA-2016-106719,8/24/2016,8/24/2016,Same Day,RB-19645,Robert Barroso,Corporate,United States,Billings,Montana,59102,West,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""","8,288",2,"0,2","2,6936","4,57"
3029,CA-2019-116855,12/17/2019,12/21/2019,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,"504,9",5,0,"80,784","7,49"
3030,US-2018-164189,3/24/2018,3/28/2018,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,97030,West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,"403,168",4,"0,2","25,198","37,58"
3031,CA-2017-168480,9/21/2017,9/27/2017,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,"194,32",4,0,"31,0912","6,27"
3032,CA-2017-168480,9/21/2017,9/27/2017,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black","25,99",1,0,"7,5371","64,73"
3033,US-2018-114293,11/21/2018,11/26/2018,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,"195,136",4,"0,2","-12,196","0,7"
3034,CA-2019-134173,9/16/2019,9/21/2019,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,"20,736",4,"0,2","7,2576",5
3035,US-2017-123960,6/11/2017,6/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,"53,7",6,0,"10,203","69,64"
3036,US-2017-123960,6/11/2017,6/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""","36,26",7,0,"16,6796","12,98"
3037,US-2017-123960,6/11/2017,6/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","56,3",2,0,"15,764",35
3038,US-2017-123960,6/11/2017,6/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,"32,4",5,0,"15,552","5,97"
3039,US-2017-123960,6/11/2017,6/16/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,"29,16",2,0,"10,7892","13,99"
3040,CA-2019-101749,10/3/2019,10/8/2019,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,91104,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","171,288",3,"0,2","-6,4233",1
3041,US-2018-147991,5/5/2018,5/9/2018,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy","16,72",5,"0,2","3,344","8,29"
3042,CA-2019-149559,9/11/2019,9/12/2019,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,"12,96",2,0,"6,2208","0,5"
3043,CA-2019-149559,9/11/2019,9/12/2019,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,"22,18",2,0,"10,8682",4
3044,CA-2019-149559,9/11/2019,9/12/2019,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,"2054,272",8,"0,2","256,784","45,7"
3045,CA-2017-135174,4/30/2017,5/2/2017,Second Class,BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,45373,East,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,"1022,97",5,"0,4","-255,7425","0,97"
3046,CA-2019-125290,11/6/2019,11/10/2019,Second Class,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,"13,9",5,0,"3,614","1,99"
3047,CA-2019-125290,11/6/2019,11/10/2019,Second Class,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,"26,38",1,0,"12,1348","61,76"
3048,CA-2016-137351,9/30/2016,10/4/2016,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,"43,176",7,"0,2","13,4925","2,15"
3049,CA-2019-121419,4/2/2019,4/4/2019,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,"411,8",2,0,"70,006","1,97"
3050,CA-2019-121419,4/2/2019,4/4/2019,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,"129,6","1,99"
3051,US-2019-148054,10/6/2019,10/11/2019,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,"41,96",2,0,"2,9372","8,99"
3052,US-2019-148054,10/6/2019,10/11/2019,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","227,84",4,0,"66,0736",4
3053,US-2019-148054,10/6/2019,10/11/2019,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,"37,94",2,0,"18,2112","7,24"
3054,CA-2018-128517,4/9/2018,4/14/2018,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,"517,9",2,0,"134,654","35,84"
3055,CA-2018-128517,4/9/2018,4/14/2018,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,"5,28",2,0,"2,4288","5,37"
3056,US-2017-100377,8/28/2017,9/1/2017,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,"2799,96",5,"0,2","874,9875","1,34"
3057,CA-2019-131492,10/19/2019,10/24/2019,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,"8,96",2,0,"4,3008","4,99"
3058,CA-2019-131492,10/19/2019,10/24/2019,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,"31,5",10,0,"15,12","1,39"
3059,CA-2019-131492,10/19/2019,10/24/2019,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","30,56",2,0,"10,3904","4,86"
3060,CA-2019-131492,10/19/2019,10/24/2019,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,"24,368",2,"0,2","-3,3506","4,5"
3061,CA-2018-144554,11/7/2018,11/12/2018,Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,43055,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,"119,976",3,"0,2","22,4955","16,63"
3062,CA-2019-127621,3/3/2019,3/7/2019,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","26,88",8,"0,2","9,744","34,2"
3063,CA-2017-145184,11/27/2017,11/29/2017,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,"83,97",3,0,"23,5116","1,35"
3064,CA-2017-145184,11/27/2017,11/29/2017,First Class,JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard","104,97",3,0,"7,3479","1,39"
3065,CA-2019-106859,3/13/2019,3/18/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","90,8",8,0,"25,424","8,08"
3066,CA-2019-106859,3/13/2019,3/18/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,"140,736",8,"0,2","49,2576","1,49"
3067,CA-2019-106859,3/13/2019,3/18/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,"214,95",5,0,"88,1295","5,01"
3068,CA-2019-106859,3/13/2019,3/18/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,"45,36",7,0,"21,7728","19,99"
3069,CA-2019-106859,3/13/2019,3/18/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,"288,24",6,0,"138,3552","12,65"
3070,US-2019-120089,11/30/2019,11/30/2019,Same Day,ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,"663,936",4,"0,2","82,992","1,25"
3071,CA-2016-119375,11/17/2016,11/22/2016,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"2934,33",7,0,"792,2691","17,48"
